timestamp_s,elapsed_s,robot_x,robot_y,robot_yaw,path_x,path_y,delta,cross_track_error,heading_error
4.572,0.014000000000000234,-18.43999993347483,4.290083540006908,1.5700000000000307,,,0.0,0.0,0.0
4.5920000000000005,0.034000000000000696,-18.439999929589437,4.290088419148644,1.570000000000031,,,0.0,0.0,0.0
4.614,0.05600000000000005,-18.43999992569454,4.290093310217965,1.5700000000000305,,,0.0,0.0,0.0
4.634,0.07600000000000051,-18.43999992179159,4.290098211410477,1.5700000000000303,,,0.0,0.0,0.0
4.654,0.09600000000000009,-18.439999917881753,4.290103121249761,1.5700000000000314,,,0.0,0.0,0.0
4.68,0.12199999999999989,-18.439999913966,4.290108038527767,1.5700000000000311,,,0.0,0.0,0.0
4.698,0.14000000000000057,-18.4399999100451,4.290112962256028,1.570000000000034,,,0.0,0.0,0.0
4.72,0.16199999999999992,-18.4399999061197,4.290117891625752,1.5700000000000343,,,0.0,0.0,0.0
4.736,0.17799999999999994,-18.439999902190344,4.290122825975161,1.5700000000000334,,,0.0,0.0,0.0
4.752,0.19399999999999995,-18.43999989825745,4.290127764762771,1.5700000000000343,,,0.0,0.0,0.0
4.774,0.2160000000000002,-18.439999894321378,4.290132707545531,1.5700000000000345,,,0.0,0.0,0.0
4.8,0.242,-18.439999890382424,4.290137653960928,1.5700000000000363,,,0.0,0.0,0.0
4.821,0.2629999999999999,-18.4399998864408,4.2901426037123445,1.5700000000000363,,,0.0,0.0,0.0
4.835,0.27700000000000014,-18.43999988249671,4.290147556557095,1.5700000000000365,,,0.0,0.0,0.0
4.859,0.30100000000000016,-18.439999878550324,4.2901525122966016,1.570000000000039,,,0.0,0.0,0.0
4.881,0.3230000000000004,-18.439999874601767,4.290157470768402,1.5700000000000387,,,0.0,0.0,0.0
4.898,0.33999999999999986,-18.439999870651132,4.290162431839568,1.5700000000000403,,,0.0,0.0,0.0
4.913,0.3550000000000004,-18.439999866698514,4.290167395401339,1.57000000000004,,,0.0,0.0,0.0
4.932,0.37400000000000055,-18.43999986274399,4.290172361364735,1.5700000000000403,,,0.0,0.0,0.0
4.953,0.39500000000000046,-18.439999858787605,4.290177329656963,1.5700000000000407,,,0.0,0.0,0.0
4.975,0.4169999999999998,-18.43999985482941,4.290182300218459,1.5700000000000414,,,0.0,0.0,0.0
4.991,0.43299999999999983,-18.43999985086945,4.290187273000501,1.5700000000000411,,,0.0,0.0,0.0
5.02,0.46199999999999974,-18.439999846907757,4.290192247963238,1.5700000000000405,,,0.0,0.0,0.0
5.034,0.476,-18.43999984294435,4.290197225074067,1.5700000000000425,,,0.0,0.0,0.0
5.058,0.5,-18.43999983897925,4.2902022043063175,1.5700000000000416,,,0.0,0.0,0.0
5.077,0.5190000000000001,-18.439999835012483,4.2902071856381765,1.5700000000000434,,,0.0,0.0,0.0
5.099,0.5410000000000004,-18.43999983104405,4.290212169051812,1.570000000000044,,,0.0,0.0,0.0
5.117,0.5590000000000002,-18.43999982707398,4.2902171545326375,1.5700000000000442,,,0.0,0.0,0.0
5.138,0.5800000000000001,-18.43999982310227,4.290222142068722,1.5700000000000465,,,0.0,0.0,0.0
5.156,0.5979999999999999,-18.439999819435933,4.290226746117528,1.5700000000000418,,,0.0,0.0,0.0
5.172,0.6139999999999999,-18.439999816433126,4.290230516935713,1.5700000000000391,,,0.0,0.0,0.0
5.195,0.6370000000000005,-18.439999814087912,4.290233461980699,1.5700000000000354,,,0.0,0.0,0.0
5.218,0.6600000000000001,-18.43999981205783,4.2902360112873765,1.5700000000000336,,,0.0,0.0,0.0
5.239,0.681,-18.439999810397097,4.2902380967725415,1.5700000000000303,,,0.0,0.0,0.0
5.254,0.6959999999999997,-18.439999809038568,4.290239802765893,1.5700000000000283,,,0.0,0.0,0.0
5.28,0.7220000000000004,-18.43999980792728,4.290241198283979,1.5700000000000272,,,0.0,0.0,0.0
5.298,0.7400000000000002,-18.439999806977426,4.290242391080589,1.5700000000000252,,,0.0,0.0,0.0
5.319,0.7610000000000001,-18.43999980634251,4.29024318838073,1.5700000000000245,,,0.0,0.0,0.0
5.334,0.7759999999999998,-18.43999980572196,4.290243967644212,1.5700000000000238,,,0.0,0.0,0.0
5.353,0.7949999999999999,-18.43999980521438,4.290244605045526,1.5700000000000225,,,0.0,0.0,0.0
5.379,0.8209999999999997,-18.439999804837065,4.290245078856077,1.5700000000000223,,,0.0,0.0,0.0
5.4,0.8420000000000005,-18.43999980445961,4.2902455528443335,1.570000000000023,,,0.0,0.0,0.0
5.413,0.8550000000000004,-18.43999980422004,4.290245853685615,1.5700000000000214,,,0.0,0.0,0.0
5.434,0.8760000000000003,-18.43999980397539,4.290246160916418,1.5700000000000196,,,0.0,0.0,0.0
5.453,0.8950000000000005,-18.439999803744062,4.2902464514132275,1.5700000000000185,,,0.0,0.0,0.0
5.473,0.915,-18.439999803630727,4.290246593735683,1.570000000000017,,,0.0,0.0,0.0
5.5,0.9420000000000002,-18.439999803515462,4.290246738486571,1.5700000000000156,,,0.0,0.0,0.0
5.521,0.9630000000000001,-18.439999803400152,4.29024688328791,1.5700000000000138,,,0.0,0.0,0.0
5.539,0.9809999999999999,-18.439999803400152,4.29024688328791,1.5700000000000138,,,0.0,0.0,0.0
5.5600000000000005,1.0020000000000007,-18.43999980328585,4.290247026817203,1.570000000000009,,,0.0,0.0,0.0
5.579,1.021,-18.43999980328585,4.290247026817203,1.570000000000009,,,0.0,0.0,0.0
5.596,1.0380000000000003,-18.43999980317181,4.290247170027942,1.5700000000000052,,,0.0,0.0,0.0
5.618,1.0600000000000005,-18.43999980317181,4.290247170027942,1.5700000000000052,,,0.0,0.0,0.0
5.636,1.0780000000000003,-18.43999980317181,4.290247170027942,1.5700000000000052,,,0.0,0.0,0.0
5.655,1.0970000000000004,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.673,1.1150000000000002,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.693,1.1349999999999998,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.7170000000000005,1.1590000000000007,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.734,1.1760000000000002,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.754,1.1959999999999997,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.773,1.2149999999999999,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.792,1.234,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.816,1.258,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.838,1.2800000000000002,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.856,1.298,-18.439999803059056,4.290247311605008,1.5700000000000056,,,0.0,0.0,0.0
5.873,1.3150000000000004,-18.439999802946407,4.29024745307162,1.570000000000003,,,0.0,0.0,0.0
5.894,1.3360000000000003,-18.439999802946407,4.29024745307162,1.570000000000003,,,0.0,0.0,0.0
5.914,1.3559999999999999,-18.439999802946407,4.29024745307162,1.570000000000003,,,0.0,0.0,0.0
5.934,1.3760000000000003,-18.439999802946407,4.29024745307162,1.570000000000003,-0.015529612929899628,0.013799056587387781,0.0,0.0,0.0
5.959,1.4009999999999998,-18.439999802946407,4.29024745307162,1.570000000000003,0.03447038781515843,0.013799056587387781,0.0,0.0,0.0
5.975,1.4169999999999998,-18.439999802946407,4.29024745307162,1.570000000000003,0.08447038856021649,0.013799056587387781,0.0,0.0,0.0
5.994,1.436,-18.439999802946407,4.29024745307162,1.570000000000003,0.13447038930527455,0.013799056587387781,0.0,0.0,0.0
6.015,1.4569999999999999,-18.439999802946407,4.29024745307162,1.570000000000003,0.1844703900503326,0.013799056587387781,0.0,0.0,0.0
6.036,1.4779999999999998,-18.439999802946407,4.29024745307162,1.570000000000003,0.23447039079539067,0.013799056587387781,-0.06658574499616791,-0.0005288997456295557,-0.06637061257922543
6.055,1.4969999999999999,-18.43997300351758,4.290612888854462,1.5699980780523783,0.28447039154044873,0.013799056587387781,-0.06658574499616791,-0.0005288997456295557,-0.06637061257922543
6.071,1.513,-18.43992292408331,4.292994819333364,1.569971435640043,0.3344703922855068,0.013799056587387781,-0.06658574499616791,-0.0005288997456295557,-0.06637061257922543
6.092,1.5339999999999998,-18.439849110261868,4.297969854987439,1.5699089000808422,0.38447039303056485,0.013799056587387781,-0.06658574499616791,-0.0005288997456295557,-0.06637061257922543
6.114,1.556,-18.439770045038205,4.306863688656395,1.5698194379149462,0.4344703937756229,0.013799056587387781,-0.06658574499616791,-0.0005288997456295557,-0.06637061257922543
6.132,1.5739999999999998,-18.43968236756705,4.319676533642868,1.5696998601252126,0.48447039452068097,0.013799056587387781,-0.06658037367360592,-0.0005279087534948869,-0.06636564668585958
6.16,1.6020000000000003,-18.43958334877015,4.336408564412545,1.5695460559201435,0.534470395265739,0.013799056587387781,-0.06658037367360592,-0.0005279087534948869,-0.06636564668585958
6.176,1.6180000000000003,-18.43946987393874,4.357059923665094,1.569352865372761,0.5844703960107971,0.013799056587387781,-0.06658037367360592,-0.0005279087534948869,-0.06636564668585958
