timestamp_s,elapsed_s,v_real,w_real,brake,x,y,distance_m
235.47,19.437000000000012,-0.0,-0.0,1,0.0,0.0,0.0
235.492,19.459000000000003,-0.0,-0.0,0,0.0,0.0,0.0
235.499,19.466000000000008,0.003146618837490678,-0.0,0,0.0,0.0,0.0
235.52,19.487000000000023,0.05268297716975212,-0.0,0,0.0,0.0,0.0
235.521,19.488,0.07745115458965302,-0.0,0,0.0,0.0,0.0
235.524,19.491000000000014,0.10221933200955391,-0.0,0,0.0,0.0,0.0
235.543,19.51000000000002,0.1517556980252266,-0.0,0,0.0,0.0,0.0
235.543,19.51000000000002,0.37466930598020554,-0.0,0,0.0,0.0,0.0
235.545,19.512,0.4489738494157791,-0.0,0,0.0,0.0,0.0
235.56,19.527000000000015,0.5728147476911545,-0.0,0,0.0,0.0,0.0
235.562,19.529000000000025,0.6223510801792145,-0.0,0,0.0,0.0,0.0
235.572,19.539000000000016,0.8700328767299652,-0.0,0,0.0,0.0,0.0
235.572,19.539000000000016,1.1424829065799713,-0.0,0,0.0,0.0,0.0
235.572,19.539000000000016,1.1920191943645477,-0.0,0,0.0,0.0,0.0
235.574,19.541000000000025,1.2663238048553467,-0.0,0,0.0,0.0,0.0
235.593,19.560000000000002,1.315860092639923,-0.0,0,0.0,0.0,0.0
235.596,19.563000000000017,1.7121509313583374,-0.0,0,0.0,0.0,0.0
235.597,19.56400000000002,1.7616873979568481,-0.0,0,0.0,0.0,0.0
235.598,19.565000000000026,1.83599191904068,-0.0,0,0.0,0.0,0.0
235.61,19.577000000000027,1.8855282068252563,-0.0,0,0.0,0.0,0.0
235.611,19.578000000000003,1.9102964401245117,-0.0,0,0.0,0.0,0.0
235.613,19.580000000000013,2.009369194507599,-0.0,0,0.0,0.0,0.0
235.614,19.581000000000017,2.0589054822921753,-0.0,0,0.0,0.0,0.0
235.615,19.582000000000022,2.108441948890686,-0.0,0,0.0,0.0,0.0
235.627,19.594000000000023,2.207514524459839,-0.0,0,0.0,0.0,0.0
235.629,19.596000000000004,2.752414584159851,-0.0,0,0.0,0.0,0.0
235.636,19.60300000000001,2.851487159729004,-0.0,0,0.0,0.0,0.0
235.651,19.618000000000023,2.9010236263275146,-0.0,0,0.0,0.0,0.0
235.655,19.622000000000014,2.92579185962677,-0.0,0,0.0,0.0,0.0
235.656,19.62300000000002,3.0,-0.0,0,0.0,0.0,0.0
235.659,19.626000000000005,3.0,-0.0,0,0.0,0.0,0.0
235.678,19.64500000000001,3.0,-0.0,0,0.0,0.0,0.0
235.702,19.66900000000001,3.0,-0.0,0,0.0,0.0,0.0
235.706,19.673000000000002,3.0,-0.0,0,0.0,0.0,0.0
235.723,19.690000000000026,3.0,-0.0,0,0.0,0.0,0.0
235.749,19.716000000000008,3.0,-0.0,0,0.0,0.0,0.0
235.796,19.763000000000005,3.0,-0.0,0,0.0,0.0,0.0
235.797,19.76400000000001,3.0,-0.0,0,0.0,0.0,0.0
235.799,19.76600000000002,3.0,-0.0,0,0.0,0.0,0.0
235.812,19.779000000000025,3.0,-0.0,0,0.0,0.0,0.0
235.825,19.792,3.0,-0.0,0,0.0,0.0,0.0
235.826,19.793000000000006,3.0,-0.0,0,0.0,0.0,0.0
235.844,19.811000000000007,3.0,-0.0,0,0.0,0.0,0.0
235.86,19.827000000000027,3.0,-0.0,0,0.0,0.0,0.0
235.862,19.829000000000008,3.0,-0.0,0,0.0,0.0,0.0
235.886,19.85300000000001,2.777182638645172,-0.0,0,0.0,0.0,0.0
235.887,19.854000000000013,2.579037308692932,-0.0,0,0.0,0.0,0.0
235.888,19.855000000000018,2.4304282665252686,-0.0,0,0.0,0.0,0.0
235.898,19.86500000000001,2.2570509910583496,-0.0,0,0.0,0.0,0.0
235.9,19.86700000000002,2.2570509910583496,-0.0,0,0.0,0.0,0.0
235.902,19.869,1.390164703130722,-0.0,0,0.0,0.0,0.0
235.903,19.870000000000005,1.390164703130722,-0.0,0,0.0,0.0,0.0
235.904,19.87100000000001,1.3406283259391785,-0.0,0,0.0,0.0,0.0
