timestamp_s,elapsed_s,v_real,w_real,brake,x,y,distance_m
666.201,7.5919999999999845,3.156559483845741,0.8883203305299233,0,0.0,0.0,0.0
666.308,7.698999999999955,1.9719276348513584,1.417992566858484,0,0.0,0.0,0.0
666.403,7.793999999999983,1.5395002025924622,1.5,0,0.0,0.0,0.0
666.508,7.899000000000001,1.755353370513588,1.5,0,0.0,0.0,0.0
666.604,7.9950000000000045,2.6754507478734846,1.061062046754946,0,0.0,0.0,0.0
666.705,8.096000000000004,2.7306671810032865,0.36504639662296917,0,0.0,0.0,0.0
666.802,8.192999999999984,0.0,0.0,0,0.0,0.0,0.0
666.9,8.29099999999994,0.0,0.0,1,0.0,0.0,0.0
667.002,8.392999999999915,0.0,0.0,0,0.0,0.0,0.0
667.103,8.493999999999915,0.0,0.0,0,0.0,0.0,0.0
667.195,8.586000000000013,0.0,0.0,0,0.0,0.0,0.0
667.297,8.687999999999988,0.0,0.0,0,0.0,0.0,0.0
667.396,8.78699999999992,0.0,0.0,0,0.0,0.0,0.0
667.502,8.892999999999915,0.0,0.0,0,0.0,0.0,0.0
667.598,8.988999999999919,0.0,0.0,0,0.0,0.0,0.0
667.704,9.094999999999914,0.0,0.0,0,0.0,0.0,0.0
667.797,9.187999999999988,0.0,0.0,0,0.0,0.0,0.0
667.895,9.285999999999945,0.0,0.0,0,0.0,0.0,0.0
668.001,9.391999999999939,0.0,0.0,0,0.0,0.0,0.0
668.105,9.495999999999981,0.0,0.0,0,0.0,0.0,0.0
668.2,9.591000000000008,0.0,0.0,0,0.0,0.0,0.0
668.3,9.690999999999917,0.0,0.0,0,0.0,0.0,0.0
668.401,9.791999999999916,0.0,0.0,0,0.0,0.0,0.0
668.498,9.88900000000001,0.0,0.0,0,0.0,0.0,0.0
668.605,9.995999999999981,0.0,0.0,0,0.0,0.0,0.0
668.693,10.083999999999946,0.0,0.0,0,0.0,0.0,0.0
668.793,10.183999999999969,0.0,0.0,0,0.0,0.0,0.0
