t,joy_throttle,joy_steering,U_1
31.4678103923798,1,0,0.2
31.5185503959656,1,0,0.2
31.5676770210266,1,0,0.2
31.6262619495392,1,0,0.2
31.6697793006897,1,0,0.2
31.7818241119385,1,0,0.2
31.8186492919922,1,0,0.2
31.916389465332,1,0,0.2
32.021520614624,1,0,0.2
32.1247043609619,1,0,0.2
32.3904762268066,1,0,0.2
32.39244556427,1,0,0.2
32.3925349712372,1,0,0.2
32.3926272392273,1,0,0.2
32.4221136569977,1,0,0.2
32.4763662815094,1,0,0.2
32.5195422172546,1,0,0.2
32.5741579532623,1,0,0.2
32.6277315616608,1,0,0.2
32.6775567531586,1,0,0.2
32.7737891674042,1,0,0.2
32.8323848247528,1,0,0.2
32.8870339393616,1,0,0.2
32.9261400699616,1,0,0.2
33.0310096740723,1,0,0.2
33.0710756778717,1,0,0.2
33.1313850879669,1,0,0.2
33.2060563564301,1,0,0.2
33.2347002029419,1,0,0.2
33.2763476371765,1,0,0.2
33.3395624160767,1,0,0.2
33.3733117580414,1,0,0.2
33.4410128593445,1,0,0.2
33.5438125133514,1,0,0.2
33.5818521976471,1,0,0.2
33.6292812824249,1,0,0.2
33.6742022037506,1,0,0.2
33.7759454250336,1,0,0.2
33.8324584960938,1,0,0.2
33.8760662078857,1,0,0.2
33.9275660514832,1,0,0.2
33.9813952445984,1,0,0.2
34.0272829532623,1,0,0.2
34.080628156662,1,0,0.2
34.1329917907715,1,0,0.2
34.1764509677887,1,0,0.2
34.2846035957336,1,0,0.2
34.3343236446381,1,0,0.2
34.4329147338867,1,0,0.2
34.4932525157929,1,0,0.2
34.5347001552582,1,0,0.2
34.5805370807648,1,0,0.2
34.6334261894226,1,0,0.2
34.6959459781647,1,0,0.2
34.7856650352478,1,0,0.2
34.8321526050568,1,0,0.2
34.8866004943848,1,0,0.2
34.9303328990936,1,0,0.2
34.9905092716217,1,0,0.2
35.0333621501923,1,0,0.2
35.0852067470551,1,0,0.2
35.1378619670868,1,0,0.2
35.1928431987762,1,0,0.2
35.2370085716248,1,0,0.2
35.2886736392975,1,0,0.2
35.3361902236939,1,0,0.2
35.3850636482239,1,0,0.2
35.4394178390503,1,0,0.2
35.4878852367401,1,0,0.2
35.9098360538483,1,0,0.2
35.9108512401581,1,0,0.2
35.913843870163,1,0,0.2
35.9139626026154,1,0,0.2
35.9140157699585,1,0,0.2
35.9170877933502,1,0,0.2
35.9676413536072,1,0,0.2
36.0356636047363,1,0,0.2
36.0853791236877,1,0,0.2
36.1887526512146,1,0,0.2
36.2403330802918,1,0,0.2
36.3355617523193,1,0,0.2
36.3877220153809,1,0,0.2
36.4433600902557,1,0,0.2
36.4909586906433,1,0,0.2
36.5377423763275,1,0,0.2
36.596132516861,1,0,0.2
36.6427965164185,1,0,0.2
36.7448298931122,1,0,0.2
36.8452703952789,1,0,0.2
36.9828729629517,1,0,0.2
37.0044853687286,1,0,0.2
37.0411791801453,1,0,0.2
37.1414091587067,1,0,0.2
37.1925618648529,1,0,0.2
37.2824285030365,1,0,0.2
37.2994017601013,1,0,0.2
37.342139005661,1,0,0.2
37.4431326389313,1,0,0.2
37.4866571426392,1,0,0.2
37.5421748161316,1,0,0.2
37.6049354076386,1,0,0.2
37.6463720798492,1,0,0.2
37.7575850486755,1,0,0.2
37.8444628715515,1,0,0.2
37.9202382564545,1,0,0.2
37.9431641101837,1,0,0.2
38.0687682628632,1,0,0.2
38.1060078144074,1,0,0.2
38.1482141017914,1,0,0.2
38.2272458076477,1,0,0.2
38.2852561473846,1,0,0.2
38.3554711341858,1,0,0.2
38.4150507450104,1,0,0.2
38.4589500427246,1,0,0.2
38.5072748661041,1,0,0.2
38.558198928833,1,0,0.2
38.6363682746887,1,0,0.2
38.6702489852905,1,0,0.2
38.7924745082855,1,0,0.2
38.8667230606079,1,0,0.2
38.9027819633484,1,0,0.2
38.9698736667633,1,0,0.2
39.0238177776337,1,0,0.2
39.0875177383423,1,0,0.2
39.1820375919342,1,0,0.2
39.20916056633,1,0,0.2
39.2538788318634,1,0,0.2
39.3046219348908,1,0,0.2
39.3574583530426,1,0,0.2
39.4054839611054,1,0,0.2
39.4556257724762,1,0,0.2
39.5135612487793,1,0,0.2
39.6154954433441,1,0,0.2
39.6647577285767,1,0,0.2
39.7597267627716,1,0,0.2
39.8149998188019,1,0,0.2
39.866512298584,1,0,0.2
39.9226951599121,1,0,0.2
40.0035247802734,0.933983623981476,0,0.186796724796295
40.0035862922668,0.843166947364807,0,0.168633389472961
40.0101342201233,0.744094252586365,0,0.148818850517273
40.0101540088654,0.744094252586365,0,0.148818850517273
40.0199000835419,0.512924551963806,0,0.102584910392761
40.026469707489,0.364315509796143,0,0.0728631019592285
40.0265674591064,0,0,0
40.0772891044617,0,0,0
40.1306223869324,0,0,0
40.1807680130005,0,0,0
40.2755632400513,0,0,0
40.3392720222473,0,0,0
40.3788290023804,0,0,0
40.4329211711884,0,0,0
40.4823663234711,0,0,0
40.5370070934296,0,0,0
40.6447529792786,0,0,0
40.7350380420685,0,0,0
40.783563375473,0,0,0
40.8330843448639,0,0,0
40.8811509609222,0,0,0
40.9335281848908,0,0,0
40.9888474941254,0,0,0
41.0336844921112,0,0,0
41.0901634693146,0,0,0
41.1342632770538,0,0,0
41.1867482662201,0,0,0
41.2356159687042,0,0,0
41.2849471569061,0,0,0
41.5746698379517,0,0,0
41.5754683017731,0,0,0
41.5768225193024,0,0,0
41.5769073963165,0,0,0
41.5913202762604,0,0,0
41.5913970470429,0,0,0
41.6395394802094,0,0,0
41.7356224060059,0,0,0
41.8013200759888,0,0,0
41.8452925682068,0,0,0
41.9440836906433,0,0,0
41.9940316677094,0,0,0
42.0430269241333,0,0,0
42.0884876251221,0,0,0
42.1647605895996,0,0,0
42.1903042793274,0,0,0
42.248697757721,0,0,0
42.3455989360809,0,0,0
42.3902878761292,0,0,0
42.4496598243713,0,0,0
42.553941488266,0,0,0
42.608692407608,0,0,0
42.6895549297333,0,0,0
42.7607727050781,0,0,0
42.8441874980927,0,0,0
42.8921663761139,0,0,0
42.9410011768341,0,0,0
43.0394532680512,0,0,0
43.0929958820343,0,0,0
43.1402320861816,0,0,0
43.1894781589508,0,0,0
43.2446658611298,0,0,0
43.2985327243805,0,0,0
43.3479521274567,0,0,0
43.4474589824677,0,0,0
43.4956781864166,0,0,0
43.5486834049225,0,0,0
43.6598331928253,0,0,0
43.7469136714935,0,0,0
43.7951462268829,0,0,0
43.8461930751801,0,0,0
43.8944323062897,0,0,0
43.9574244022369,0,0,0
44.0452542304993,0,0,0
44.0949282646179,0,0,0
