t,joy_throttle,joy_steering
0.3848836421966553,-0.0,-0.0
0.41321444511413574,-0.0,-0.0
0.5430035591125488,-0.0,-0.0
0.5805206298828125,-0.0,-0.0
0.7016971111297607,-0.0,-0.0
0.8094193935394287,-0.0,-0.0
0.8823070526123047,-0.0,-0.0
0.9120409488677979,-0.0,-0.0
0.9717423915863037,-0.0,-0.0
1.0140571594238281,-0.0,-0.0
1.1313190460205078,-0.0,-0.0
1.3218750953674316,-0.0,-0.0
1.5727434158325195,-0.0,-0.0
1.5776593685150146,-0.0,-0.0
1.6153476238250732,-0.0,-0.0
1.6154515743255615,-0.0,-0.0
1.6156175136566162,-0.0,-0.0
1.6179120540618896,-0.0,-0.0
1.778846263885498,-0.0,-0.0
1.839123249053955,-0.0,-0.0
1.8715949058532715,-0.0,-0.0
1.9467384815216064,-0.0,-0.0
1.978238582611084,-0.0,-0.0
2.023808240890503,-0.0,-0.0
2.1885335445404053,-0.0,-0.0
2.1898648738861084,-0.0,-0.0
2.241413116455078,0.058841291815042496,-0.0
2.241506338119507,0.12488976866006851,-0.0
2.24153470993042,0.19093824923038483,-0.0
2.241588592529297,0.32303521037101746,-0.0
2.241633892059326,0.39733973145484924,-0.0
2.2418112754821777,0.48815640807151794,-0.0
2.241840124130249,0.5542048811912537,-0.0
2.241956949234009,0.6367654800415039,-0.0
2.2419939041137695,0.702813982963562,-0.0
2.2420389652252197,0.8018866777420044,-0.0
2.2420520782470703,0.8514230251312256,-0.0
2.242136240005493,0.9339836239814758,-0.0
2.2764344215393066,1.0,-0.0
2.2816171646118164,0.8927033543586731,-0.0
2.3018672466278076,0.8018866777420044,-0.0
2.3019824028015137,-0.0,-0.0
2.3718011379241943,-0.0,-0.0
2.4338579177856445,-0.0,-0.0
2.463411808013916,-0.0,-0.0
2.5283401012420654,-0.0,-0.0
2.5617027282714844,-0.0,-0.0
2.657175302505493,-0.0,-0.0
2.6636948585510254,-0.0,-0.0
2.794755458831787,-0.0,-0.0
2.7948241233825684,0.017560992389917374,-0.0
2.7948880195617676,0.06709735095500946,-0.0
2.794912338256836,0.1496579498052597,-0.0
2.794959306716919,0.21570642292499542,-0.0
2.794992685317993,0.2900109589099884,-0.0
2.8130156993865967,0.3560594320297241,-0.0
2.813055992126465,0.4468761086463928,-0.0
2.8131155967712402,0.5294367074966431,-0.0
2.8131537437438965,0.5954851508140564,-0.0
2.823716878890991,0.6780457496643066,-0.0
2.8269500732421875,0.7440942525863647,-0.0
2.849416971206665,0.7853745222091675,-0.0
2.8494467735290527,0.826654851436615,-0.0
2.8494808673858643,0.8431669473648071,-0.0
2.857966423034668,0.8018866777420044,-0.0
2.86118745803833,0.7606063485145569,-0.0
2.8944454193115234,0.6945579051971436,-0.0
2.894481658935547,0.5459488034248352,-0.0
2.894516944885254,-0.0,-0.0
2.894526481628418,-0.0010167482541874051,-0.0
2.894535779953003,-0.0,-0.0
2.946533679962158,-0.0,-0.0
2.9902260303497314,-0.0,-0.0
3.0402090549468994,-0.0,-0.0
3.104503870010376,-0.0,-0.0
3.1436023712158203,-0.0,-0.0
3.205613613128662,0.13314582407474518,-0.0
3.205688238143921,0.24873065948486328,-0.0
3.205726385116577,0.3560594320297241,-0.0
3.2057831287384033,0.5046685338020325,-0.0
3.2058260440826416,0.6285094022750854,-0.0
3.208869218826294,0.7771185040473938,-0.0
3.2089595794677734,0.8844472765922546,-0.0
3.2345263957977295,1.0,-0.0
3.2729015350341797,1.0,-0.0
3.299628496170044,0.8927033543586731,-0.0
3.2996461391448975,0.7440942525863647,-0.0
3.3090341091156006,-0.0,-0.0
3.373542308807373,-0.0,-0.0
3.4275572299957275,-0.0,-0.0
3.4588053226470947,-0.0,-0.0
3.5324289798736572,-0.0,-0.0
3.5631022453308105,-0.0,-0.0
3.6351318359375,-0.0,-0.0
3.66790771484375,-0.0,-0.0
3.7146809101104736,-0.0,-0.0
3.7687370777130127,-0.0,-0.0
3.826237440109253,-0.0,-0.0
3.8748626708984375,-0.0,-0.0
3.9275588989257812,-0.0,-0.0
3.9664127826690674,-0.0,-0.0
4.019123554229736,-0.0,-0.0
4.08128547668457,-0.0,-0.0
4.116519927978516,-0.0,-0.0
4.232706546783447,-0.0,-0.0
4.271973609924316,-0.0,-0.0
4.334896802902222,-0.0,-0.0
4.378320932388306,-0.0,-0.0
4.429211378097534,-0.0,-0.0
4.471272706985474,-0.0,-0.0
4.5690367221832275,-0.0,-0.0
4.63280463218689,-0.0,-0.0
4.6695637702941895,-0.0,-0.0
4.733971834182739,-0.0,-0.0
4.820882320404053,-0.0,-0.0
4.90155816078186,-0.0,-0.0
4.944422721862793,-0.0,-0.0
4.975224256515503,-0.0,-0.0
5.040477275848389,-0.0,-0.0
5.07946515083313,-0.0,-0.0
5.140533447265625,-0.0,-0.0
5.202907085418701,-0.0,-0.0
5.229647159576416,-0.0,-0.0
5.2756688594818115,-0.0,-0.0
5.376914739608765,-0.0,-0.0
5.4310219287872314,-0.0,-0.0
5.524930477142334,-0.0,-0.0
5.624004364013672,-0.0,-0.0
5.6242053508758545,0.06709735095500946,-0.0
5.657708644866943,0.1744261234998703,-0.0
5.6578593254089355,0.5294367074966431,-0.0
5.65788722038269,0.5294367074966431,0.06709735095500946
5.658010244369507,0.6615336537361145,0.06709735095500946
5.658032178878784,0.6615336537361145,0.15791401267051697
5.658052921295166,0.826654851436615,0.15791401267051697
5.658073902130127,0.826654851436615,0.25698673725128174
5.658451080322266,1.0,0.25698673725128174
5.658507347106934,1.0,0.37257155776023865
5.660836696624756,1.0,0.48815640807151794
5.683513402938843,1.0,0.7193260788917542
5.683653116226196,1.0,0.826654851436615
5.683808088302612,1.0,0.9009593725204468
5.683917999267578,1.0,1.0
5.7777650356292725,1.0,1.0
5.793387174606323,1.0,1.0
5.844800710678101,1.0,1.0
5.933886766433716,1.0,1.0
5.980182409286499,1.0,1.0
6.042951822280884,1.0,1.0
6.084964036941528,1.0,1.0
6.150822162628174,1.0,1.0
6.242349624633789,1.0,1.0
6.308855295181274,1.0,1.0
6.415380239486694,1.0,1.0
6.515599727630615,1.0,1.0
6.574918746948242,1.0,1.0
6.677666187286377,1.0,1.0
6.755724668502808,1.0,1.0
6.859806776046753,1.0,1.0
6.9285643100738525,1.0,1.0
6.959864139556885,1.0,1.0
7.05823278427124,1.0,1.0
7.110828399658203,1.0,1.0
7.1908791065216064,1.0,1.0
7.2695677280426025,1.0,1.0
7.318893909454346,1.0,1.0
7.409801006317139,1.0,1.0
7.468813896179199,1.0,1.0
7.534379720687866,1.0,1.0
7.5688958168029785,1.0,1.0
7.606575965881348,1.0,1.0
7.667080879211426,1.0,1.0
7.710239887237549,1.0,1.0
7.825246095657349,1.0,1.0
7.885479927062988,1.0,1.0
7.951539754867554,1.0,1.0
7.988031625747681,1.0,1.0
8.01800537109375,1.0,1.0
8.01810359954834,1.0,1.0
8.018126249313354,1.0,0.9174715280532837
8.018218278884888,1.0,0.9174715280532837
8.018240213394165,1.0,0.8679351210594177
8.021144151687622,1.0,0.8679351210594177
8.021245956420898,1.0,0.8018866777420044
8.02138638496399,1.0,0.8018866777420044
8.021403789520264,1.0,0.7193260788917542
8.030954599380493,1.0,0.7193260788917542
8.031038999557495,1.0,0.6119973063468933
8.053933143615723,1.0,0.6119973063468933
8.053990602493286,1.0,0.3560594320297241
8.054288387298584,1.0,0.017560992389917374
8.054369688034058,1.0,0.017560992389917374
8.054397821426392,1.0,-0.0
8.057074308395386,1.0,-0.0
8.057117462158203,1.0,-0.24869854748249054
8.057286500930786,1.0,-0.4716121554374695
8.08734655380249,1.0,-0.4716121554374695
8.087373495101929,1.0,-1.0
8.087568521499634,1.0,-1.0
8.090724229812622,1.0,-1.0
8.116363525390625,1.0,-1.0
8.116490125656128,1.0,-1.0
8.116580963134766,1.0,-1.0
8.120334148406982,1.0,-1.0
8.162551879882812,1.0,-1.0
8.162624597549438,1.0,-1.0
8.22361445426941,1.0,-1.0
8.25914740562439,1.0,-1.0
8.314550399780273,1.0,-1.0
8.383941888809204,1.0,-1.0
8.482822895050049,1.0,-1.0
8.536555767059326,1.0,-1.0
8.573659420013428,1.0,-1.0
8.66538381576538,1.0,-1.0
8.730934858322144,1.0,-1.0
8.77140998840332,1.0,-1.0
8.829793691635132,1.0,-1.0
8.86035943031311,1.0,-1.0
8.93398118019104,1.0,-1.0
9.034842729568481,1.0,-1.0
9.119213581085205,1.0,-1.0
9.159343242645264,1.0,-1.0
9.2829008102417,1.0,-1.0
9.359017610549927,1.0,-1.0
9.419907569885254,1.0,-1.0
9.459445714950562,1.0,-1.0
9.514533996582031,1.0,-1.0
9.610040187835693,1.0,-1.0
9.714197635650635,1.0,-1.0
9.769532442092896,1.0,-1.0
9.811380386352539,1.0,-1.0
9.864960670471191,1.0,-1.0
9.91351842880249,1.0,-1.0
9.9663827419281,1.0,-1.0
10.033129453659058,1.0,-1.0
10.06899380683899,1.0,-1.0
10.1276273727417,1.0,-1.0
10.220942258834839,1.0,-1.0
10.221017599105835,1.0,-1.0
10.221027135848999,0.8927033543586731,-1.0
10.221080780029297,0.8927033543586731,-1.0
10.221095323562622,0.7606063485145569,-1.0
10.2278413772583,0.7606063485145569,-1.0
10.227859497070312,0.5707169771194458,-1.0
10.234521865844727,0.5707169771194458,-1.0
10.23459792137146,0.3808276355266571,-1.0
10.234624147415161,0.3808276355266571,-1.0
10.234796524047852,0.3808276355266571,-1.0
10.234812021255493,-0.0,-1.0
10.234826803207397,-0.0,-1.0
10.273804187774658,-0.0,-1.0
10.2738356590271,-0.2156742960214615,-1.0
10.273852348327637,-0.2156742960214615,-1.0
10.27391242980957,-0.2156742960214615,-1.0
10.273926973342896,-0.43858790397644043,-1.0
10.273963212966919,-0.43858790397644043,-1.0
10.273977518081665,-0.6284772753715515,-1.0
10.274020433425903,-0.6284772753715515,-1.0
10.27402949333191,-0.8513908982276917,-1.0
10.274057626724243,-0.8513908982276917,-1.0
10.27406620979309,-0.9752318263053894,-1.0
10.27407717704773,-0.9752318263053894,-1.0
10.301020622253418,-0.9752318263053894,-1.0
10.301084041595459,-0.9752318263053894,-0.950463593006134
10.301118612289429,-0.9752318263053894,-0.950463593006134
10.301131963729858,-0.9752318263053894,-0.8679030537605286
10.301145076751709,-0.9917439222335815,-0.8679030537605286
10.301182985305786,-0.9917439222335815,-0.8679030537605286
10.30119800567627,-0.9917439222335815,-0.7523182034492493
10.301248550415039,-0.9917439222335815,-0.7523182034492493
10.301264524459839,-0.9917439222335815,-0.669757604598999
10.303848505020142,-0.9917439222335815,-0.669757604598999
10.303881406784058,-0.9917439222335815,-0.5789409279823303
10.311693906784058,-0.9917439222335815,-0.5789409279823303
10.311768531799316,-0.9917439222335815,-0.47986820340156555
10.311788558959961,-0.9917439222335815,-0.47986820340156555
10.31180477142334,-0.9917439222335815,-0.38079550862312317
10.315000772476196,-1.0,-0.38079550862312317
10.31502079963684,-1.0,-0.24869854748249054
10.333594560623169,-1.0,-0.12485764175653458
10.333672761917114,-1.0,-0.0
10.342138290405273,-1.0,0.02581705152988434
10.342206954956055,-1.0,0.02581705152988434
10.342219352722168,-1.0,0.09186553210020065
10.342228889465332,-1.0,0.09186553210020065
10.342235803604126,-1.0,0.1744261234998703
10.350372791290283,-1.0,0.1744261234998703
10.350393772125244,-1.0,0.22396248579025269
10.363405704498291,-1.0,0.22396248579025269
10.363459825515747,-1.0,0.2652427852153778
10.371467113494873,-1.0,0.2652427852153778
10.371515274047852,-1.0,0.32303521037101746
10.37153172492981,-1.0,0.34780338406562805
10.371547222137451,-1.0,0.34780338406562805
10.371561527252197,-1.0,0.3890836834907532
10.37157416343689,-1.0,0.4221079349517822
10.3716139793396,-1.0,0.46338823437690735
10.396309852600098,-1.0,0.48815640807151794
10.396332740783691,-1.0,0.5211806297302246
10.396342039108276,-1.0,0.5459488034248352
10.396350622177124,-1.0,0.5707169771194458
10.396366357803345,-1.0,0.6119973063468933
10.396374940872192,-1.0,0.6367654800415039
10.432888507843018,-1.0,0.6615336537361145
10.43290114402771,-1.0,0.6780457496643066
10.43291163444519,-1.0,0.6945579051971436
10.432921886444092,-1.0,0.702813982963562
10.441550970077515,-1.0,0.702813982963562
10.441580295562744,-1.0,0.702813982963562
10.441588163375854,-1.0,0.6119973063468933
10.444828033447266,-1.0,0.6119973063468933
10.444854974746704,-1.0,0.6119973063468933
10.44486665725708,-1.0,0.39733973145484924
10.469144582748413,-1.0,0.39733973145484924
10.46920919418335,-1.0,0.39733973145484924
10.469226837158203,-1.0,-0.10008946806192398
10.469257593154907,-1.0,-0.10008946806192398
10.469273328781128,-1.0,-0.0
10.56868839263916,-1.0,-0.0
10.568758726119995,-1.0,-0.0
10.568978548049927,-1.0,-0.0
10.577352046966553,-1.0,-0.0
10.584003448486328,-1.0,-0.0
10.584040641784668,-1.0,-0.0
10.599594116210938,-1.0,-0.0
10.64157485961914,-1.0,-0.0
10.671922206878662,-1.0,-0.0
10.67195749282837,-1.0,-0.0
10.702677249908447,-1.0,-0.0
10.804662704467773,-1.0,-0.0
10.83891749382019,-1.0,-0.0
