t,x,y,yaw,vx,vy,v,omega
0.0,402.1290028743512,3636.700484552823,-1.6187088987277063,5.15649603107576,-6.39802126990106,8.217306583583603,0.043197031239250325
4.887580871582031e-05,402.1277761928308,3636.7374901319617,-1.6187868580606015,3.9318641333703415,-5.010083752274198,6.368712175007285,0.03392364691379145
5.435943603515625e-05,402.1763184371055,3636.719525708746,-1.618730867960824,2.836487790255184,-3.7575020368675562,4.707917219039707,0.025530408232939873
6.031990051269531e-05,402.1843356398132,3636.6935831969895,-1.6185904491578749,1.8703670017302871,-2.6402761236811356,3.235634517438925,0.018017315196695603
8.320808410644531e-05,402.2117766848365,3636.6682516065134,-1.618548054758196,1.0335017677956515,-1.6584060127149345,1.9540819857533573,0.01138436780505864
0.0001056194305419,402.1924366004804,3636.609193810348,-1.6178499299407672,0.3258920884512773,-0.8118917039689539,0.8748564409597421,0.005631566058028978
0.0098152160644531,402.2187366556156,3636.601846014493,-1.6181737449807452,-0.2524620363028369,-0.10073319744319537,0.27181658676634274,0.0007589099556066197
0.0339283943176269,402.2186305825226,3636.6325789457833,-1.617938938978594,-0.7015606064666888,0.47506950686234384,-0.8472770036395055,-0.003233600502208433
0.0340042114257812,402.2214228708335,3636.6402039590257,-1.6181838096687162,-1.0214036220402802,0.9155164089476627,-1.371654349378672,-0.0063459653154161804
0.0371837615966796,402.2020035565414,3636.610089288282,-1.6179075990676124,-1.2119910830236105,1.2206075088127606,-1.7201177505911733,-0.00857818448401663
0.0761001110076904,402.1608020049291,3636.615154618294,-1.6182524649060697,-1.2733229894147087,1.3903428064686523,-1.885312853314043,-0.009930258008006843
0.0761866569519043,402.1438300076895,3636.651834468948,-1.6183554538844809,-1.1360933537450535,1.6269580696903176,-1.9843640464778955,-0.012637039795318605
0.076190710067749,402.1709409336749,3636.674428501112,-1.6184148565964829,-0.602807182411567,1.510781875369048,-1.6266033241422417,-0.01173619538322368
0.0761947631835937,402.13791958574905,3636.721160525603,-1.6189527072782637,0.0946835731692488,1.214318227443755,-1.2180039969270378,-0.009744289688730534
0.0932552814483642,402.1338168572334,3636.719120915401,-1.618790548860263,0.651317470841434,0.6574733263923918,-0.9254650845606001,-0.005821132426960363
0.0933177471160888,402.1374182052194,3636.735113748981,-1.61886167257845,0.9412361161289482,-0.2573605080044672,0.9757867888969518,0.0018982038995466466
0.1074192523956298,402.199908300608,3636.696258011669,-1.618650773576748,1.1609509319088716,-1.0139400952286906,1.5413894975029652,0.006181403642656291
0.1350502967834472,402.1661148058172,3636.6659570918687,-1.6183601761276192,1.090065880728588,-1.4159689750897542,1.7869560047033393,0.011131593050532795
0.1350774765014648,402.2170347331825,3636.640892845857,-1.6183516338149069,0.8571089576801398,-1.6060156762296174,1.8204181161565085,0.011771761127764568
0.1638991832733154,402.209597653095,3636.660593906012,-1.6184259878089466,0.3467855911590618,-1.587199806950366,1.6246425678957261,0.010694089987204003
0.163933515548706,402.2273215189354,3636.6334875074576,-1.618449042761738,-0.21079941620519094,-1.0353985340893814,1.0566392564479559,0.006114340613521452
0.1639635562896728,402.2389905579639,3636.6460911480126,-1.6180182062765585,-0.7029397090992404,-0.04669794663141147,0.704489128977953,0.001384058350931583
0.1639695167541504,402.2172116942908,3636.6286673773566,-1.6182111781766204,-1.015601602953808,0.876099503631167,-1.3412669220498659,-0.0021310637623996875
0.1985163688659668,402.1481929949333,3636.599382875599,-1.617952269959227,-1.3059771260922446,1.4313553263959875,-1.9376156286215083,-0.006279559716010685
0.1985538005828857,402.1448773436339,3636.598895489508,-1.6179251496374811,-1.265472063738457,1.68628926660449,-2.10831473807114,-0.006873939718673672
0.1985621452331543,402.14052561308335,3636.6614825826,-1.6184615736152608,-0.8916934533610856,1.6925191624097806,-1.913044257170054,-0.00617254437022452
0.2065138816833496,402.14176269238953,3636.722650245573,-1.6186290373565289,-0.21193847238515673,1.2703270098008943,-1.2878853318159327,-0.003392153563446909
0.2222929000854492,402.1482703156824,3636.73992999856,-1.6189714313539578,0.26645590575191136,0.7374340338412821,-0.7840967440166403,-0.0005552694259715052
0.2255251407623291,402.1447468198567,3636.742472567881,-1.618810142606549,0.8595251585903725,0.03789509706939498,-0.860360120316896,0.0019410874766095931
0.2390878200531005,402.1648676551305,3636.749865530128,-1.6185558097920962,1.0470083034609559,-0.740021920997151,1.2821305826913663,0.004715197677593097
0.2587475776672363,402.1666244469395,3636.71878704746,-1.6183080103988754,1.0564673918428582,-1.585838544157923,1.9055202014579042,0.007484743272222816
0.2588045597076416,402.1953168576478,3636.647747369077,-1.6180370144049578,0.8581211015456063,-1.9208620138672359,2.103825729768494,0.009040902576014753
0.2691736221313476,402.2112143379191,3636.610095266009,-1.618197413569216,0.29391445045041564,-2.0131544726773427,2.0344966539771847,0.006959503197121464
