t,x,y,z,yaw,joy_throttle,joy_steering
1.4987549781799316,496.0071815910985,3520.6921321444916,138.31762646653098,-1.5770737624282654,-0.0,-0.0
1.5187549781799317,495.96985183085627,3520.6882320990476,138.36746609771916,-1.577285326984812,-0.0,-0.0
1.5387549781799317,495.94241742901636,3520.687586988663,138.4190514712856,-1.5772595099451292,-0.0,-0.0
1.5587549781799317,495.861975265701,3520.7855898537355,138.40892533876686,-1.5783537561969876,-0.0,-0.0
1.5787549781799317,495.88913642495817,3520.7833977568603,138.42619295838227,-1.5780005134807131,-0.0,-0.0
1.5987549781799317,495.94125720605444,3520.6818271173397,138.4146734231089,-1.5772286529165425,-0.0,-0.0
1.6187549781799317,495.92887841979706,3520.6889232782373,138.42852939024704,-1.5774309239083317,-0.0,-0.0
1.6387549781799318,495.94932451904737,3520.686401872022,138.3783843064128,-1.5775403730853041,-0.0,-0.0
1.6587549781799318,495.8496866416491,3520.6747190388696,138.43750939690847,-1.577783485906524,-0.0,-0.0
1.6787549781799318,495.8331543714,3520.699767418862,138.4186614317046,-1.578042135695089,-0.0,-0.0
1.6987549781799318,495.87565994132365,3520.8049108217956,138.42792715221933,-1.5783557918712905,-0.0,-0.0
1.7187549781799318,495.9169152937151,3520.7437463025235,138.42336235634187,-1.5777080423924725,-0.0,-0.0
1.7387549781799319,495.94270551107036,3520.6600324689252,138.39885625189356,-1.5770961115231747,-0.0,-0.0
1.7587549781799319,495.98883846966106,3520.66439077977,138.32365102119968,-1.5770922759598633,-0.0,-0.0
1.778754978179932,495.94535783052197,3520.6679683865054,138.37207010476678,-1.5775892305748982,-0.0,-0.0
1.798754978179932,495.87169624007316,3520.7139719401416,138.37968938170505,-1.5778489789693206,-0.0,-0.0
1.818754978179932,495.86959858204256,3520.7896411533934,138.41888365074723,-1.5783276936786867,-0.0,-0.0
1.838754978179932,495.88881627593764,3520.7851611284136,138.42733857315716,-1.5781831795920869,-0.0,-0.0
1.858754978179932,495.9476467598454,3520.7092806546225,138.39328260275298,-1.5774118876113838,-0.0,-0.0
1.878754978179932,495.9487841101092,3520.6758882215595,138.39564622130985,-1.5774103510330078,-0.0,-0.0
1.898754978179932,495.9620998640282,3520.681312829162,138.30920797547753,-1.5772781850595083,-0.0,-0.0
1.918754978179932,495.893621223847,3520.70611769452,138.39465528210036,-1.5778336153954229,-0.0,-0.0
1.938754978179932,495.871682857484,3520.729648988006,138.37052320935996,-1.5779973862218013,-0.0,-0.0
1.958754978179932,495.87166191042365,3520.797560242969,138.41458070362523,-1.578275363907107,-0.0,-0.0
1.978754978179932,495.93059534574996,3520.7882730060787,138.3930918810276,-1.5780506769624159,-0.0,-0.0
1.998754978179932,495.9552583676576,3520.6830990034955,138.4041287273605,-1.5772755082472283,-0.0,-0.0
2.018754978179932,495.98761997411634,3520.6786144450984,138.29883763217282,-1.577222085781535,-0.0,-0.0
2.038754978179932,495.9891248012516,3520.678155358184,138.31595271204085,-1.577339582770303,-0.0,-0.0
2.058754978179932,495.87477684618057,3520.7143902124913,138.37012922818,-1.5779787047985219,-0.0,-0.0
2.078754978179932,495.86283601007534,3520.7895073163663,138.411767934209,-1.5783674452689627,-0.0,-0.0
2.098754978179932,495.8801644919805,3520.7937361733457,138.4362930424483,-1.5781520685784072,-0.0,-0.0
2.118754978179932,495.9411708641497,3520.7119748895966,138.40627361961958,-1.5773262960504018,-0.0,-0.0
2.138754978179932,495.94011380934796,3520.6812498240593,138.4050771365855,-1.5775511033187568,-0.0,-0.0
