t,x,y,z,yaw,joy_throttle,joy_steering
0.3902854919433594,281.6602252736639,566.8524007073876,146.13542811102656,3.08977443880308,-0.0,-0.0
0.4102854919433594,281.7372501601485,566.9250817466976,146.0287164265558,3.089184100178665,-0.0,-0.0
0.4302854919433594,281.79871135422076,566.887246568125,146.09990353719363,3.0889496691648555,-0.0,-0.0
0.45028549194335943,281.75687712874407,566.86173892469,145.94579356935654,3.0888133695626694,-0.0,-0.0
0.47028549194335945,281.6967143186184,566.8882376540821,145.9484472429913,3.0890638034045885,-0.0,-0.0
0.49028549194335946,281.6546634968237,566.8604063334466,146.13080075669143,3.0896156307566565,-0.0,-0.0
0.5102854919433595,281.6428611784739,566.8483934139471,146.0959948320411,3.08964026595998,-0.0,-0.0
0.5302854919433595,281.69892417496294,566.9152814427924,146.09397135966302,3.0895967244255917,-0.0,-0.0
0.5502854919433595,281.7965409993097,566.9550857515131,145.81170917205236,3.0880284844369377,-0.0,-0.0
0.5702854919433595,281.7769773458581,566.8640690160194,146.1019845906255,3.0890022823007044,-0.0,-0.0
0.5902854919433596,281.74769153473653,566.8851405825219,145.7765927004822,3.0882456231794473,-0.0,-0.0
0.6102854919433596,281.6360058919295,566.8493702535463,145.79996295978307,3.08831978811069,-0.0,-0.0
0.6302854919433596,281.65166521007467,566.8478041381744,146.09223179523914,3.0896391614200382,-0.0,-0.0
0.6502854919433596,281.6401841077781,566.850915418373,146.08787479476118,3.08979776578424,-0.0,-0.0
0.6702854919433596,281.7374358121157,566.9367307406108,146.103563778213,3.08907066823825,-0.0,-0.0
0.6902854919433596,281.7956323891859,566.894395896174,146.08894688816835,3.088871700505901,-0.0,-0.0
0.7102854919433597,281.77137142337085,566.8399545584463,146.1095593217168,3.0891615858924304,-0.0,-0.0
0.7302854919433597,281.70636422704456,566.8746250220261,146.03399801541417,3.0892346740024745,-0.0,-0.0
0.7502854919433597,281.66522303601045,566.8678659382892,145.97955636286966,3.08912478821006,-0.0,-0.0
0.7702854919433597,281.69638708727064,566.8796498021173,145.75827532883508,3.088830409438278,-0.0,-0.0
0.7902854919433597,281.68964202888196,566.8712451970775,145.95809455442406,3.089372161557357,-0.0,-0.0
0.8102854919433597,281.75150309873413,566.9248463683892,146.06286317079866,3.0890812942963026,-0.0,-0.0
0.8302854919433598,281.80362376010163,566.8576231500514,145.79071889446027,3.087827596720385,-0.0,-0.0
0.8502854919433598,281.73148461228806,566.8460156257369,145.95719043031767,3.0890073658173547,-0.0,-0.0
0.8702854919433598,281.7047951833354,566.9039219211857,145.7968641093974,3.088545718935898,-0.0,-0.0
0.8902854919433598,281.6751936327112,566.8715226664839,145.76477304239873,3.088735530449278,-0.0,-0.0
0.9102854919433598,281.6906294169492,566.8526675517124,145.74476106982135,3.088502379665694,-0.0,-0.0
0.9302854919433599,281.7235837407022,566.8574844825167,146.09731933564564,3.0888816107331043,-0.0,-0.0
0.9502854919433599,281.8163665652732,566.9220761210531,145.74922022910053,3.0879246884579055,-0.0,-0.0
0.9702854919433599,281.7914160132188,566.8709769994279,145.7495331315932,3.088088091087732,-0.0,-0.0
0.9902854919433599,281.73615314394397,566.8569233405665,145.8495578904737,3.0887528884327766,-0.0,-0.0
1.01028549194336,281.6895339376451,566.8697838695249,146.12854493464584,3.089559018380615,-0.0,-0.0
1.03028549194336,281.6629285984636,566.8561455444269,146.06684883058813,3.0898314911191456,-0.0,-0.0
1.05028549194336,281.6668140752641,566.8654208012091,145.90661206758622,3.089318153939019,-0.0,-0.0
1.07028549194336,281.6706995520646,566.8746960579912,145.74637530458432,3.0888048167588917,-0.0,-0.0
1.09028549194336,281.8380754771887,566.8815830831587,145.7882379366676,3.088106512308264,-0.0,-0.0
1.11028549194336,281.74076277274025,566.8375161368023,145.94423742437257,3.0889030539922073,-0.0,-0.0
1.13028549194336,281.6849573979797,566.8794222862803,146.14422738427166,3.08956829020758,-0.0,-0.0
1.15028549194336,281.6575573321294,566.850853999655,146.1144227963686,3.0897337405874183,-0.0,-0.0
1.17028549194336,281.6563234559562,566.8385077096981,146.07685003028183,3.089800059112029,-0.0,-0.0
1.19028549194336,281.7244076231326,566.9165811094307,146.09257697603232,3.089281263560343,-0.0,-0.0
1.21028549194336,281.7621056922605,566.9227372172372,146.0938958374442,3.0890812377295345,-0.0,-0.0
1.2302854919433601,281.78335880521314,566.8592525360236,146.0789936651805,3.0890221641529605,-0.0,-0.0
1.2502854919433601,281.7174643674771,566.8660038075576,145.89851428520913,3.0887570344298263,-0.0,-0.0
1.2702854919433602,281.6470770181315,566.8774927213159,145.70672580406438,3.0881167184765337,-0.0,-0.0
1.2902854919433602,281.670433535244,566.8494706218505,145.93290925747152,3.0892496233626847,-0.0,-0.0
1.3102854919433602,281.6700555447765,566.847777620336,146.02507140926355,3.089729244517959,-0.0,-0.0
1.3302854919433602,281.7942500773993,566.8592694504999,145.9494776453651,3.0878418259355986,-0.0,-0.0
1.3502854919433602,281.80292970355066,566.8491428977495,146.0863168055707,3.088992622345086,-0.0,-0.0
1.3702854919433602,281.7613938776204,566.8214105667391,145.80750737771766,3.088554993301919,-0.0,-0.0
1.3902854919433603,281.69663624639503,566.8619793712869,145.9538630604283,3.0890374895570694,-0.0,-0.0
1.4102854919433603,281.68309255040805,566.8543628132342,146.1275087190479,3.089588447600549,-0.0,-0.0
1.4302854919433603,281.67688284932683,566.8596298045632,145.80638771047995,3.089031739623706,-0.0,-0.0
1.4502854919433603,281.73114251774024,566.7973486568384,146.0610890931767,3.0887508048361885,-0.0,-0.0
1.4702854919433603,281.78350298997407,566.9052611369909,146.0632822291242,3.088970306358547,-0.0,-0.0
1.4902854919433604,281.7953086318731,566.8385923078205,145.8796500883402,3.088502566926226,-0.0,-0.0
1.5102854919433604,281.71528094157213,566.8792871050472,145.7893071090085,3.08840527945468,-0.0,-0.0
1.5302854919433604,281.6698257888637,566.9030209992347,146.04806329438438,3.0894425933049234,-0.0,-0.0
1.5502854919433604,281.63000913117355,566.8668542594518,146.12050324713374,3.089842928113326,-0.0,-0.0
1.5702854919433604,281.6760684697896,566.9037227593161,145.8371750590712,3.088959190442865,-0.0,-0.0
1.5902854919433604,281.76519625837994,566.9415170586271,146.10839950721663,3.0889949048361136,-0.0,-0.0
1.6102854919433605,281.8183836283391,566.925145848658,145.84022228938915,3.0881571454243604,-0.0,-0.0
1.6302854919433605,281.7562100357315,566.8590775772436,146.10050267598632,3.089284230056275,-0.0,-0.0
1.6502854919433605,281.69818592401987,566.8966923894702,145.96093975957123,3.089008799937766,-0.0,-0.0
