t_bag,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,linear_x_pct,angular_z_pct
0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.05051779747009277,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0511782169342041,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.12064051628112793,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.1546785831451416,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.265186071395874,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.35556888580322266,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.4519476890563965,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.5169119834899902,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.5562455654144287,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.6102581024169922,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.6564958095550537,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.7139973640441895,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.7573835849761963,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.8150234222412109,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.8759870529174805,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.9060878753662109,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.9661698341369629,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.0130064487457275,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.074324607849121,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.10914945602417,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.165952205657959,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.2083804607391357,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.2719812393188477,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.3722829818725586,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.4481818675994873,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.4752295017242432,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.5155117511749268,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.5943329334259033,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.6350290775299072,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.6653993129730225,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.7172586917877197,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.7628672122955322,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.8195769786834717,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.8853580951690674,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.9121110439300537,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.0171802043914795,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.087581157684326,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.162541151046753,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.2524967193603516,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.2917046546936035,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.326368570327759,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.417330503463745,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.4480223655700684,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.4815382957458496,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.5803608894348145,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.6649343967437744,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.7698419094085693,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.8259217739105225,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.875209093093872,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.9359700679779053,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.979423761367798,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.07796311378479,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.12754487991333,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.1789538860321045,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.219904661178589,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.2824535369873047,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.3922269344329834,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.477125883102417,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.540045738220215,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.636246681213379,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.669910192489624,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.768681287765503,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.8360748291015625,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.86940598487854,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.9292728900909424,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
3.989312171936035,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.025309085845947,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.089971303939819,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.17888617515564,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.221286773681641,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.2753005027771,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.376593351364136,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.443822860717773,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.481849908828735,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.574153423309326,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.6319358348846436,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.6726720333099365,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.7857348918914795,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.823615789413452,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
4.894813060760498,-0.0,0.0,0.0,0.0,0.0,0.07745115458965302,-0.0,2.581705152988434
4.894847393035889,-0.0,0.0,0.0,0.0,0.0,0.1517556980252266,-0.0,5.058523267507553
4.894875526428223,-0.0,0.0,0.0,0.0,0.0,0.20129205286502838,-0.0,6.709735095500946
4.894914865493774,-0.0,0.0,0.0,0.0,0.0,0.27559659630060196,-0.0,9.186553210020065
4.89492392539978,-0.0,0.0,0.0,0.0,0.0,0.34990113973617554,-0.0,11.663371324539185
4.894932270050049,-0.0,0.0,0.0,0.0,0.0,0.4489738494157791,-0.0,14.96579498052597
4.913411378860474,-0.0,0.0,0.0,0.0,0.0,0.5480465590953827,-0.0,18.268218636512756
