t_bag,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,linear_x_pct,angular_z_pct
0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.00014519691467285156,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.004545450210571289,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.03163409233093262,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.07263755798339844,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.12891578674316406,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.19080615043640137,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.22375893592834473,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.28246021270751953,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.32284116744995117,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.3852682113647461,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.4938945770263672,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.5263237953186035,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.5826747417449951,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.6210088729858398,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.6952078342437744,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.7433445453643799,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.7878983020782471,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.8216648101806641,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.8736870288848877,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.9369988441467285,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.000361680984497,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.0357942581176758,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.135019063949585,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.1960108280181885,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.2324447631835938,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.323199987411499,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.4422523975372314,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.4812192916870117,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.539984941482544,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.5758509635925293,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.6726875305175781,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.7341418266296387,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.8274893760681152,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.9285776615142822,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
1.9835205078125,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.025059700012207,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.077491521835327,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.1261065006256104,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.192474365234375,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.281679391860962,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
2.331214666366577,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
